[16:09:39] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.64, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\fortune.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 80. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\break.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, [fortune=4]. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\linger.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 500. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 1. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\pickup.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\launch.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.knockup was corrected from null to its default, 0.8. 
[16:11:12] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 0.25. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\dispel.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\wind_shear.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 50. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.damage was corrected from null to its default, 5.0. 
[16:11:12] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 2.5. 
[16:11:12] [main/WARN]: Incorrect key general.airDamage was corrected from null to its default, 0.75. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\ender_inventory.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 50. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\pull.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 15. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.base_value was corrected from null to its default, 1.0. 
[16:11:12] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 0.5. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\explosion.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 200. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 0.5. 
[16:11:12] [main/WARN]: Incorrect key general.base was corrected from null to its default, 0.75. 
[16:11:12] [main/WARN]: Incorrect key general.aoe_bonus was corrected from null to its default, 1.5. 
[16:11:12] [main/WARN]: Incorrect key general.damage was corrected from null to its default, 6.0. 
[16:11:12] [main/WARN]: Incorrect key general.amp_damage was corrected from null to its default, 2.5. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\fangs.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 35. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.damage was corrected from null to its default, 6.0. 
[16:11:12] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 3.0. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\aoe.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 35. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\gravity.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 15. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\self.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\glide.toml is not correct. Correcting
[16:11:12] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:12] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:12] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 100. 
[16:11:12] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:12] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:12] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:12] [main/WARN]: Incorrect key general.potion_time was corrected from null to its default, 180. 
[16:11:12] [main/WARN]: Incorrect key general.extend_time was corrected from null to its default, 120. 
[16:11:12] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\aquatic.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 25. 
[16:11:13] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:13] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:13] [main/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[16:11:13] [main/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\projectile.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 10. 
[16:11:13] [main/WARN]: Incorrect key general.starter was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:13] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\wither.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 100. 
[16:11:13] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:13] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:13] [main/WARN]: Incorrect key general.potion_time was corrected from null to its default, 30. 
[16:11:13] [main/WARN]: Incorrect key general.extend_time was corrected from null to its default, 8. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\ars_nouveau\gust.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key general.cost was corrected from null to its default, 15. 
[16:11:13] [main/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[16:11:13] [main/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[16:11:13] [main/WARN]: Incorrect key general.base_value was corrected from null to its default, 1.5. 
[16:11:13] [main/WARN]: Incorrect key general.amplify was corrected from null to its default, 1.0. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\collective-common.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key Collective was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key Collective.transferItemsBetweenReplacedEntities was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key Collective.loopsAmountUsedToGetAllEntityDrops was corrected from null to its default, 100. 
[16:11:13] [main/WARN]: Incorrect key Collective.findABlockcheckAroundEntitiesDelayMs was corrected from null to its default, 30000. 
[16:11:13] [main/WARN]: Incorrect key Collective.enableAntiRepostingCheck was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key Collective.enablePatronPets was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\oreexcavation-common.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key common was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key common.Limit was corrected from null to its default, 128. 
[16:11:13] [main/WARN]: Incorrect key common.Speed was corrected from null to its default, 64. 
[16:11:13] [main/WARN]: Incorrect key common.Range was corrected from null to its default, 16. 
[16:11:13] [main/WARN]: Incorrect key common.Ehxaustion was corrected from null to its default, 0.1. 
[16:11:13] [main/WARN]: Incorrect key common.Experience was corrected from null to its default, 0. 
[16:11:13] [main/WARN]: Incorrect key common.Open Hand was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key common.Invert Tool Blacklist was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.Invert Block Blacklist was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.Ignore Tool was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.Alt Tools was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.Only Standard Types was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.TPS Guard was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key common.Auto Pickup was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key common.Allow Shapes was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key common.Max Undos was corrected from null to its default, 3. 
[16:11:13] [main/WARN]: Incorrect key common.Undo Replaceables  was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key common.Game Stage was corrected from null to its default, . 
[16:11:13] [main/WARN]: Incorrect key common.Tool Blacklist was corrected from null to its default, []. 
[16:11:13] [main/WARN]: Incorrect key common.Block Blacklist was corrected from null to its default, []. 
[16:11:13] [main/ERROR]: An error occured while writing JSON to file (Directory Setup): java.io.IOException: Unable to create parent directory!
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\integratedtunnels-common.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerEnergyBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerItemBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldItemBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.interfaceItemBaseConsumption was corrected from null to its default, 0. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldItemBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerFluidBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.interfaceFluidBaseConsumption was corrected from null to its default, 0. 
[16:11:13] [main/WARN]: Incorrect key general.general.playerSimulatorBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.playerSimulatorBaseConsumptionEnabled was corrected from null to its default, 64. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldBlockBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldBlockBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterEnergyBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterItemBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldFluidBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldEnergyBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldItemBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldBlockBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterFluidBaseConsumption was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldEnergyBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldFluidBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldEnergyBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldFluidBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.interfaceEnergyBaseConsumption was corrected from null to its default, 0. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldBlockBaseConsumptionEnabled was corrected from null to its default, 32. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldFluidBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.importerWorldEnergyBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key general.general.exporterWorldItemBaseConsumptionDisabled was corrected from null to its default, 1. 
[16:11:13] [main/WARN]: Incorrect key core was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key core.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key core.general.fluidRateLimit was corrected from null to its default, 2147483647. 
[16:11:13] [main/WARN]: Incorrect key core.general.worldInteractionEvents was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key core.general.analytics was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key core.general.ejectItemsOnBlockDropOverflow was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key core.general.inventoryUnchangedTickTimeout was corrected from null to its default, 10. 
[16:11:13] [main/WARN]: Incorrect key core.general.ejectItemsOnInconsistentSimulationMovement was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key core.general.versionChecker was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\aiimprovements-common.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key entity was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.general.allow_remove_calls was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key entity.general.enable_call_bubbling was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key entity.mob was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.mob.remove_look_goal was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.mob.remove_look_random was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.mob.replace_look_controller was corrected from null to its default, true. 
[16:11:13] [main/WARN]: Incorrect key entity.fish was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.fish.remove_swim was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.fish.remove_panic was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.fish.remove_avoid_player was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.fish.remove_follow_leader was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.fish.remove_puff was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.squid was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.squid.remove_flee was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.squid.remove_random_move was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_float was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_panic was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_breed was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_tempt was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_follow_parent was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.cow.remove_stroll was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_float was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_panic was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_breed was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_tempt was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_follow_parent was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.chicken.remove_stroll was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_float was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_panic was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_breed was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_tempt was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_follow_parent was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.pig.remove_stroll was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_float was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_panic was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_breed was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_tempt was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_follow_parent was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_stroll was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key entity.sheep.remove_eat_block was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Configuration file E:\Desktop\ATM-server-files\server-files\SIMPLE-SERVER-FILES-0.2.36\setup\config\inventoryessentials-common.toml is not correct. Correcting
[16:11:13] [main/WARN]: Incorrect key forceClientImplementation was corrected from null to its default, false. 
[16:11:13] [main/WARN]: Incorrect key enableSingleTransfer was corrected from null to its default, true. 
